iter,cost,risk,return,par,bw,X,Z,Q,pop_init,max_iter,pop_size,mem_size,mem_consider,par_min,par_max,bw_min,bw_max,sigma,lambda,port_n,k,seed,tag,local_search
8400,0.0484377872318044,0.10079,0.003914425536391212,0.604,0.40639340660918527,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8500,0.0484377872318044,0.10079,0.003914425536391212,0.61,0.39875630759303654,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8600,0.0484377872318044,0.10079,0.003914425536391212,0.6159999999999999,0.39126272783786487,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8700,0.0484377872318044,0.10079,0.003914425536391212,0.6219999999999999,0.38390997027529006,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8800,0.0484377872318044,0.10079,0.003914425536391212,0.6279999999999999,0.37669538852126405,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
8900,0.0484377872318044,0.10079,0.003914425536391212,0.6339999999999999,0.36961638592359125,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9000,0.0484377872318044,0.10079,0.003914425536391212,0.6399999999999999,0.3626704146273491,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9100,0.0484377872318044,0.10079,0.003914425536391212,0.6459999999999999,0.3558549746578706,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9200,0.0484377872318044,0.10079,0.003914425536391212,0.6519999999999999,0.349167613020961,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9300,0.0484377872318044,0.10079,0.003914425536391212,0.6579999999999999,0.34260592282002283,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9400,0.0484377872318044,0.10079,0.003914425536391212,0.6639999999999999,0.33616754238977214,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9500,0.0484377872318044,0.10079,0.003914425536391212,0.6699999999999999,0.32985015444623444,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9600,0.0484377872318044,0.10079,0.003914425536391212,0.6759999999999999,0.32365148525271487,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9700,0.0484377872318044,0.10079,0.003914425536391212,0.6819999999999999,0.3175693038014405,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9800,0.0484377872318044,0.10079,0.003914425536391212,0.688,0.31160142101058275,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9900,0.0484377872318044,0.10079,0.003914425536391212,0.694,0.3057456889363689,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
9999,0.0484377872318044,0.10079,0.003914425536391212,0.6999399999999999,0.30005691899848436,[0.         0.01646653 0.08079173 0.         0.04378505 0.         0.         0.         0.0800735  0.         0.         0.         0.         0.02089834 0.         0.         0.04955446 0.         0.01910863 0.06193406 0.         0.         0.         0.         0.         0.29516698 0.         0.33222073 0.         0.         0.        ],[0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],10.0,best,10000,1000,100,0.7,0.1,0.7,0.3,2,0.3,0.5,1,10,42,base,
